step,phi,danger
681,0.107879,0.3215
682,0.108373,0.3016
683,0.108822,0.2816
684,0.109694,0.2616
685,0.111096,0.2418
686,0.112592,0.2221
687,0.113967,0.2025
688,0.115159,0.1833
689,0.116159,0.1643
690,0.116972,0.1457
691,0.117611,0.1274
692,0.118086,0.1096
693,0.118405,0.0923
694,0.118569,0.0754
695,0.118573,0.0592
696,0.118470,0.0435
697,0.118786,0.0285
698,0.119189,0.0141
699,0.119278,0.0005
700,0.118970,0.0000
701,0.118204,0.0000
702,0.117545,0.0000
703,0.119457,0.0000
704,0.121823,0.0000
705,0.123784,0.0000
706,0.125327,0.0000
707,0.126512,0.0000
708,0.127404,0.0000
709,0.128060,0.0000
710,0.128529,0.0000
711,0.128849,0.0000
712,0.129047,0.0000
713,0.129142,0.0000
714,0.129147,0.0000
715,0.129068,0.0000
716,0.128910,0.0000
717,0.129108,0.0000
718,0.129764,0.0000
719,0.130414,0.0000
720,0.130891,0.0000
721,0.131164,0.0000
722,0.130757,0.0000
723,0.130115,0.0000
724,0.129261,0.0000
725,0.128272,0.0000
726,0.127324,0.0000
727,0.126700,0.0000
728,0.126542,0.0007
729,0.126644,0.0143
730,0.126635,0.0287
731,0.126387,0.0437
732,0.125870,0.0594
733,0.125114,0.0756
734,0.124534,0.0925
735,0.125064,0.1098
736,0.126415,0.1276
737,0.127935,0.1459
738,0.129334,0.1645
739,0.130507,0.1835
740,0.131417,0.2028
741,0.132065,0.2223
742,0.132470,0.2420
743,0.132663,0.2619
744,0.132678,0.2818
745,0.132548,0.3018
746,0.132300,0.3218
747,0.131957,0.3417
748,0.131536,0.3616
749,0.131049,0.3812
750,0.130504,0.4007
751,0.129905,0.4199
752,0.129254,0.4389
753,0.129066,0.4574
754,0.129337,0.4756
755,0.129661,0.4934
756,0.128752,0.5106
757,0.127727,0.5273
758,0.126565,0.5435
759,0.125250,0.5591
760,0.123776,0.5740
761,0.122158,0.5882
762,0.120442,0.6017
763,0.118738,0.6145
764,0.117205,0.6264
765,0.115896,0.6376
766,0.114650,0.6479
767,0.113306,0.6573
768,0.111790,0.6658
769,0.110077,0.6735
770,0.108153,0.6802
771,0.106011,0.6859
772,0.103786,0.6907
773,0.101836,0.6945
774,0.099937,0.6973
775,0.098046,0.6991
776,0.098698,0.6999
777,0.099312,0.6998
778,0.099835,0.6986
779,0.100249,0.6964
780,0.100556,0.6933
781,0.100762,0.6891
782,0.100877,0.6840
783,0.100911,0.6779
784,0.100872,0.6709
785,0.100766,0.6630
786,0.100599,0.6541
787,0.100371,0.6444
788,0.100083,0.6338
789,0.099988,0.6223
790,0.100182,0.6101
791,0.100380,0.5971
792,0.100487,0.5833
793,0.100484,0.5689
794,0.100368,0.5537
795,0.100191,0.5379
796,0.100149,0.5216
797,0.100483,0.5047
798,0.102146,0.4872
799,0.103761,0.4693
800,0.105220,0.4510
801,0.106500,0.4323
802,0.107604,0.4133
803,0.108546,0.3939
804,0.109340,0.3744
805,0.109998,0.3547
806,0.110531,0.3348
807,0.110943,0.3148
808,0.111240,0.2948
809,0.111468,0.2748
810,0.112124,0.2549
811,0.112926,0.2351
812,0.113566,0.2155
813,0.113994,0.1960
814,0.114177,0.1769
815,0.114100,0.1580
816,0.113803,0.1395
817,0.113528,0.1214
818,0.113929,0.1037
819,0.114947,0.0865
820,0.115945,0.0699
821,0.116725,0.0538
822,0.117255,0.0384
823,0.117538,0.0236
824,0.117578,0.0095
825,0.117394,0.0000
826,0.117228,0.0000
827,0.117555,0.0000
828,0.118180,0.0000
829,0.119337,0.0000
830,0.120972,0.0000
831,0.122736,0.0000
832,0.124392,0.0000
833,0.125838,0.0000
834,0.127045,0.0000
835,0.128021,0.0000
836,0.128792,0.0000
837,0.129386,0.0000
838,0.129834,0.0000
839,0.130161,0.0000
840,0.130389,0.0000
841,0.130532,0.0000
842,0.130600,0.0000
843,0.130599,0.0000
844,0.130532,0.0000
845,0.130426,0.0000
846,0.130917,0.0000
847,0.131737,0.0000
848,0.132065,0.0000
849,0.132247,0.0000
850,0.132248,0.0000
851,0.132031,0.0000
852,0.131567,0.0000
853,0.130834,0.0000
854,0.129844,0.0052
855,0.128671,0.0191
856,0.127428,0.0336
857,0.126395,0.0489
858,0.126093,0.0648
859,0.126347,0.0812
860,0.126511,0.0982
861,0.126414,0.1158
862,0.126072,0.1337
863,0.125579,0.1521
864,0.125277,0.1709
865,0.125893,0.1900
866,0.126977,0.2093
867,0.128156,0.2289
868,0.129257,0.2487
869,0.130190,0.2686
870,0.130914,0.2885
871,0.131422,0.3085
872,0.131728,0.3285
873,0.131852,0.3484
874,0.131821,0.3682
875,0.131657,0.3878
876,0.131383,0.4072
877,0.131015,0.4263
878,0.130563,0.4451
879,0.130035,0.4636
880,0.129435,0.4816
881,0.128816,0.4992
882,0.127672,0.5163
883,0.126819,0.5328
884,0.125895,0.5488
885,0.124834,0.5642
886,0.123599,0.5788
887,0.122154,0.5928
888,0.120462,0.6061
889,0.118514,0.6186
890,0.116495,0.6303
891,0.115686,0.6411
892,0.115296,0.6511
893,0.114603,0.6603
894,0.113599,0.6685
895,0.112316,0.6758
896,0.110777,0.6822
897,0.108992,0.6876
898,0.106956,0.6921
899,0.104652,0.6955
900,0.102050,0.6980
901,0.099116,0.6995
902,0.098872,0.7000
903,0.098889,0.6995
904,0.098877,0.6980
905,0.098759,0.6955
906,0.098554,0.6920
907,0.098351,0.6875
908,0.098415,0.6821
909,0.098814,0.6757
910,0.099262,0.6683
911,0.099621,0.6601
912,0.099864,0.6509
913,0.099990,0.6409
914,0.100002,0.6300
915,0.099907,0.6183
916,0.099706,0.6058
917,0.099396,0.5925
918,0.099059,0.5785
919,0.099012,0.5638
920,0.098966,0.5485
921,0.098748,0.5325
922,0.098530,0.5159
923,0.100286,0.4988
924,0.102337,0.4812
925,0.104244,0.4632
926,0.105950,0.4447
927,0.107448,0.4259
928,0.108747,0.4068
929,0.109865,0.3874
930,0.110821,0.3678
931,0.111635,0.3480
932,0.112324,0.3281
933,0.112903,0.3081
934,0.113382,0.2881
935,0.113770,0.2681
936,0.114072,0.2482
937,0.114293,0.2285
938,0.114545,0.2089
939,0.115274,0.1896
940,0.116214,0.1705
941,0.117048,0.1517
942,0.117738,0.1333
943,0.118253,0.1154
944,0.118566,0.0979
945,0.118658,0.0809
946,0.118527,0.0644
947,0.118207,0.0486
948,0.117787,0.0333
949,0.117420,0.0188
950,0.117273,0.0049
951,0.117394,0.0000
952,0.117596,0.0000
953,0.117687,0.0000
954,0.117602,0.0000
955,0.117403,0.0000
956,0.117504,0.0000
957,0.118702,0.0000
958,0.120467,0.0000
959,0.122350,0.0000
960,0.124162,0.0000
961,0.125805,0.0000
962,0.127234,0.0000
963,0.128437,0.0000
964,0.129421,0.0000
965,0.130208,0.0000
966,0.130822,0.0000
967,0.131291,0.0000
968,0.131636,0.0000
969,0.131877,0.0000
970,0.132027,0.0000
971,0.132096,0.0000
972,0.132088,0.0000
973,0.131552,0.0000
974,0.131171,0.0000
975,0.131370,0.0000
976,0.131765,0.0000
977,0.132033,0.0000
978,0.132134,0.0000
979,0.132026,0.0000
980,0.131662,0.0098
981,0.131044,0.0239
982,0.130211,0.0387
983,0.129312,0.0542
984,0.128712,0.0702
985,0.128782,0.0869
986,0.129285,0.1041
987,0.129770,0.1218
988,0.130046,0.1399
989,0.130078,0.1584
990,0.129883,0.1773
991,0.129482,0.1965
992,0.128893,0.2159
993,0.128130,0.2355
994,0.127388,0.2554
995,0.127117,0.2753
996,0.126833,0.2953
997,0.126462,0.3153
998,0.126564,0.3352
999,0.127454,0.3551
