step,phi,danger
820,0.116050,0.0699
821,0.116828,0.0538
822,0.117357,0.0384
823,0.117637,0.0236
824,0.117675,0.0095
825,0.117488,0.0000
826,0.117321,0.0000
827,0.117647,0.0000
828,0.118273,0.0000
829,0.119432,0.0000
830,0.121070,0.0000
831,0.122838,0.0000
832,0.124498,0.0000
833,0.125947,0.0000
834,0.127158,0.0000
835,0.128137,0.0000
836,0.128910,0.0000
837,0.129506,0.0000
838,0.129955,0.0000
839,0.130283,0.0000
840,0.130512,0.0000
841,0.130654,0.0000
842,0.130722,0.0000
843,0.130721,0.0000
844,0.130653,0.0000
845,0.130547,0.0000
846,0.131038,0.0000
847,0.131859,0.0000
848,0.132189,0.0000
849,0.132372,0.0000
850,0.132373,0.0000
851,0.132156,0.0000
852,0.131690,0.0000
853,0.130954,0.0000
854,0.129961,0.0052
855,0.128785,0.0191
856,0.127538,0.0336
857,0.126502,0.0489
858,0.126198,0.0648
859,0.126452,0.0812
860,0.126617,0.0982
861,0.126518,0.1158
862,0.126176,0.1337
863,0.125683,0.1521
864,0.125380,0.1709
865,0.125998,0.1900
866,0.127087,0.2093
867,0.128271,0.2289
868,0.129378,0.2487
869,0.130316,0.2686
870,0.131045,0.2885
871,0.131559,0.3085
872,0.131870,0.3285
873,0.131998,0.3484
874,0.131971,0.3682
875,0.131811,0.3878
876,0.131539,0.4072
877,0.131173,0.4263
878,0.130723,0.4451
879,0.130197,0.4636
880,0.129598,0.4816
881,0.128980,0.4992
882,0.127839,0.5163
883,0.126992,0.5328
884,0.126073,0.5488
885,0.125015,0.5642
886,0.123783,0.5788
887,0.122338,0.5928
888,0.120645,0.6061
889,0.118693,0.6186
890,0.116670,0.6303
891,0.115859,0.6411
892,0.115469,0.6511
893,0.114773,0.6603
894,0.113764,0.6685
895,0.112474,0.6758
896,0.110928,0.6822
897,0.109135,0.6876
898,0.107091,0.6921
899,0.104777,0.6955
900,0.102167,0.6980
901,0.099223,0.6995
902,0.098979,0.7000
903,0.098997,0.6995
904,0.098985,0.6980
905,0.098869,0.6955
906,0.098665,0.6920
907,0.098464,0.6875
908,0.098530,0.6821
909,0.098932,0.6757
910,0.099382,0.6683
911,0.099743,0.6601
912,0.099987,0.6509
913,0.100113,0.6409
914,0.100127,0.6300
915,0.100032,0.6183
916,0.099830,0.6058
917,0.099519,0.5925
918,0.099181,0.5785
919,0.099133,0.5638
920,0.099086,0.5485
921,0.098866,0.5325
922,0.098646,0.5159
923,0.100403,0.4988
924,0.102455,0.4812
925,0.104362,0.4632
926,0.106066,0.4447
927,0.107562,0.4259
928,0.108859,0.4068
929,0.109973,0.3874
930,0.110924,0.3678
931,0.111733,0.3480
932,0.112418,0.3281
933,0.112991,0.3081
934,0.113466,0.2881
935,0.113850,0.2681
936,0.114149,0.2482
937,0.114367,0.2285
938,0.114618,0.2089
939,0.115346,0.1896
940,0.116288,0.1705
941,0.117123,0.1517
942,0.117815,0.1333
943,0.118333,0.1154
944,0.118648,0.0979
945,0.118742,0.0809
946,0.118613,0.0644
947,0.118295,0.0486
948,0.117876,0.0333
949,0.117509,0.0188
950,0.117364,0.0049
951,0.117486,0.0000
952,0.117689,0.0000
953,0.117781,0.0000
954,0.117697,0.0000
955,0.117497,0.0000
956,0.117599,0.0000
957,0.118797,0.0000
958,0.120564,0.0000
959,0.122448,0.0000
960,0.124261,0.0000
961,0.125905,0.0000
962,0.127333,0.0000
963,0.128534,0.0000
964,0.129516,0.0000
965,0.130300,0.0000
966,0.130910,0.0000
967,0.131375,0.0000
968,0.131715,0.0000
969,0.131952,0.0000
970,0.132099,0.0000
971,0.132164,0.0000
972,0.132153,0.0000
973,0.131615,0.0000
